OrderID;OrderDate;CustomerID;FirstName;LastName;Email;Phone;City;Province;Region;SignupDate;ProductCode;ProductName;Category;Quantity;UnitPrice;DiscountPct;ShippingCost;PaymentMethod;SalesChannel;OrderStatus;DeliveryDate;Revenue
ORD004645;2025-11-19 18:17:12;84;Chiara;Fontana;chiara.fontana109@azienda.it;+39 366 4765404;Cagliari;CA;Sardegna;2023-11-30;P005;Stampante laser;Ufficio;1;192.62;5;8.90;Carta di credito;Marketplace;Consegnato;2025-11-20;191.89
ORD004646;2025-07-24 00:35:05;926;Laura;Costa;laura.costa322@azienda.it;+39 366 6799604;Roma;RM;Lazio;2024-07-08;P004;Tastiera meccanica;Accessori;3;81.96;0;12.90;PayPal;Negozio;Consegnato;2025-07-27;258.78
ORD004647;2025-02-20 09:33:55;2415;Valentina;Caruso;valentina.caruso476@gmail.com;+39 366 4919174;Verona;VR;Veneto;2024-01-16;P001;Notebook Pro 14;Informatica;2;832.11;0;0.00;Carta di credito;Telefono;Reso;2025-02-28;1664.22
ORD004648;2024-01-07 07:48:28;2360;Marco;Esposito;marco.esposito125@libero.it;+39 333 1125072;Cagliari;CA;Sardegna;2023-05-09;P013;Docking station;Accessori;1;133.68;0;12.90;Bonifico;Telefono;In lavorazione;;146.58
ORD004649;2025-06-14 02:35:10;1699;Elena;Conti;elena.conti484@libero.it;+39 349 4575690;Genova;GE;Liguria;2022-04-08;P005;Stampante laser;Ufficio;1;191.72;5;12.90;Carta di credito;Negozio;Consegnato;2025-06-17;195.03
ORD004650;31/02/2025;808;Ilaria;Esposito;ilaria.esposito620@azienda.it;+39 349 3185797;Verona;VR;Veneto;2023-07-01;P002;Monitor 27 pollici;Informatica;3;233.20;0;0.00;PayPal;Marketplace;Annullato;;699.60
ORD004651;2024-06-15 13:49:12;135;Francesca;Moretti;francesca.moretti819@libero.it;+39 349 7895388;Palermo;PA;Sicilia;2022-08-06;P001;Notebook Pro 14;Informatica;2;885.23;5;0.00;Bonifico;Negozio;Consegnato;2024-06-19;1681.94
ORD004652;2025-12-02 18:25:34;62;Davide;Marino;davide.marino127@outlook.it;+39 366 4778913;Verona;VR;Veneto;2022-05-04;P015;Microfono USB;Audio;2;86.42;0;6.90;Contrassegno;Negozio;Annullato;;179.74
ORD004653;2024-12-22 00:46:02;2182;Chiara;Romano;chiara.romano469@outlook.it;+39 333 1508336;Napoli;NA;Campania;2022-04-19;P015;Microfono USB;Audio;2;84.15;20;6.90;Bonifico;Telefono;Consegnato;2024-12-30;141.54
ORD004654;2025-11-19 05:08:28;1482;Martina;Marino;martina.marino690@gmail.com;+39 333 9818091;Bologna;BO;Emilia-Romagna;2023-12-18;P004;Tastiera meccanica;Accessori;1;80.43;0;8.90;PayPal;Marketplace;Consegnato;2025-11-22;89.33
ORD004655;2025-12-05 19:31:00;2170;Laura;Fontana;laura.fontana51@azienda.it;+39 320 2024379;Verona;VR;Veneto;2022-09-06;P004;Tastiera meccanica;Accessori;2;75.78;0;12.90;Contrassegno;Negozio;Consegnato;2025-12-12;164.46
ORD004656;2025-01-17 06:49:28;1206;Andrea;Marino;andrea.marino188@gmail.com;+39 333 9400693;Firenze;FI;Toscana;2024-09-04;P007;Scrivania regolabile;Arredo;1;450.62;0;0.00;Carta di credito;E-commerce;Consegnato;2025-01-24;450.62
ORD004657;2024-05-02 11:30:11;1832;Matteo;Barbieri;matteo.barbieri839@libero.it;+39 366 4731343;Palermo;PA;Sicilia;2024-11-03;P015;Microfono USB;Audio;1;87.39;0;12.90;Bonifico;Marketplace;Consegnato;2024-05-10;100.29
ORD004658;2024-01-07 01:39:35;1620;Chiara;Leone;chiara.leone268@libero.it;+39 320 2228085;Napoli;NA;Campania;2023-09-13;P013;Docking station;Accessori;1;135.51;5;12.90;Carta di credito;E-commerce;Consegnato;2024-01-12;141.63
ORD004659;2024-07-02 15:35:53;2075;Elena;Greco;elena.greco558@outlook.it;+39 333 5422353;Torino;TO;Piemonte;2022-03-27;P015;Microfono USB;Audio;1;95.26;0;12.90;Bonifico;Marketplace;Consegnato;2024-07-05;108.16
ORD004660;2025-03-12 23:00:58;2024;Ilaria;Leone;ilaria.leone861@azienda.it;+39 347 5250454;Torino;TO;Piemonte;2024-09-09;P003;Mouse wireless;Accessori;1;31.76;0;6.90;PayPal;Negozio;Reso;2025-03-20;38.66
ORD004661;2024-02-14 07:51:49;839;Giulia;Santoro;giulia.santoro772@libero.it;+39 349 1461324;Bologna;BO;Emilia-Romagna;2022-05-29;P008;Webcam HD;Accessori;1;59.16;25;6.90;Contrassegno;Telefono;Consegnato;2024-02-21;51.27
ORD004662;2024-05-29 00:02:31;2406;Elena;Ricci;elena.ricci998@outlook.it;+39 320 9401296;Bologna;BO;Emilia-Romagna;2023-03-21;P008;Webcam HD;Accessori;1;60.78;10;12.90;PayPal;Negozio;Consegnato;2024-06-01;67.60
ORD004663;2024-04-19 05:24:46;2239;Beatrice;Rinaldi;beatrice.rinaldi731@outlook.it;+39 366 2999196;Milano;MI;Lombardia;2024-07-16;P005;Stampante laser;Ufficio;1;194.80;15;6.90;Contrassegno;Marketplace;Consegnato;2024-04-27;172.48
ORD004664;2025-03-28 02:14:31;570;Elena;Ricci;mario.rossi@;+39 347 2925901;Firenze;FI;Toscana;2023-11-01;P013;Docking station;Accessori;1;120.72;10;12.90;Carta di credito;Telefono;In lavorazione;;121.55
ORD004665;2025-02-09 13:19:19;1973;Valentina;Romano;valentina.romano14@azienda.it;+39 333 4349622;Bologna;BO;Emilia-Romagna;2023-04-02;P004;Tastiera meccanica;Accessori;1;79.27;0;12.90;PayPal;E-commerce;Reso;2025-02-15;92.17
ORD004666;2025-09-09 11:33:55;594;Valentina;Rinaldi;valentina.rinaldi367@outlook.it;+39 320 4456524;Palermo;PA;Sicilia;2022-11-19;P011;SSD 1TB;Informatica;3;99.76;10;0.00;Carta di credito;Telefono;Spedito;2025-09-18;269.35
ORD004667;2024-11-12 05:32:39;105;Valentina;Bianchi;valentina.bianchi279@libero.it;+39 347 3980539;Bari;BA;Puglia;2024-06-18;P009;Cuffie Bluetooth;Audio;3;117.97;25;0.00;Carta di credito;Negozio;Consegnato;2024-11-15;265.43
ORD004668;2025-13-10;1394;Laura;Ricci;laura.ricci297@libero.it;+39 320 8498219;Verona;VR;Veneto;2024-04-09;P001;Notebook Pro 14;Informatica;2;971.38;0;0.00;Contrassegno;Telefono;Consegnato;2025-12-20;1942.76
ORD004669;2024-12-31 06:57:57;2208;Beatrice;Barbieri;beatrice.barbieri187@outlook.it;+39 366 5210747;Palermo;PA;Sicilia;2022-04-30;P001;Notebook Pro 14;Informatica;1;832.82;0;0.00;Contrassegno;E-commerce;Spedito;2025-01-01;832.82
ORD004670;2025-01-29 22:08:01;2431;Marco;Bianchi;marco.bianchi166@outlook.it;+39 366 3131221;Verona;VR;Veneto;2022-02-24;P009;Cuffie Bluetooth;Audio;4;113.12;10;0.00;Carta di credito;Marketplace;Consegnato;2025-02-07;407.23
ORD004671;2025-07-10 01:57:03;2471;Stefano;Romano;stefano.romano874@gmail.com;+39 366 5498014;Roma;RM;Lazio;2024-09-28;P015;Microfono USB;Audio;1;86.53;0;12.90;Bonifico;Negozio;Consegnato;2025-07-15;99.43
ORD004672;2024-03-24 20:48:04;1692;Simone;Costa;simone.costa112@libero.it;+39 366 1424497;Milano;MI;Lombardia;2022-02-24;P004;Tastiera meccanica;Accessori;1;85.15;0;4.90;Contrassegno;E-commerce;Spedito;2024-03-27;90.05
ORD004673;2025-11-06 09:01:50;248;Ilaria;Costa;ilaria.costa216@libero.it;+39 349 5641074;Cagliari;CA;Sardegna;2024-01-14;P006;Sedia ergonomica;Arredo;2;349.83;0;0.00;Bonifico;E-commerce;Consegnato;2025-11-12;699.66
ORD004674;2025-11-11 18:51:46;1790;Chiara;Moretti;chiara.moretti772@azienda.it;+39 366 1904934;Roma;RM;Lazio;2024-09-11;P005;Stampante laser;Ufficio;1;182.87;0;12.90;Contrassegno;Marketplace;Consegnato;2025-11-19;195.77
ORD004675;2025-05-27 02:05:17;1237;Valentina;Bruno;valentina.bruno477@azienda.it;+39 366 7370456;Palermo;PA;Sicilia;2022-11-09;P013;Docking station;Accessori;1;125.18;0;12.90;Contrassegno;Negozio;Consegnato;2025-05-28;138.08
ORD004676;2025-05-13 23:23:14;1568;Chiara;Leone;chiara.leone591@gmail.com;+39 347 9390219;Verona;VR;Veneto;2022-09-21;P006;Sedia ergonomica;Arredo;1;335.47;0;0.00;Contrassegno;Negozio;Consegnato;2025-05-16;335.47
ORD004677;2024-07-11 06:52:04;1647;Giorgio;Greco;giorgio.greco209@azienda.it;+39 349 3446218;Cagliari;CA;Sardegna;2022-08-03;P015;Microfono USB;Audio;1;95.00;5;8.90;PayPal;Negozio;Consegnato;2024-07-13;99.15
ORD004678;2025-08-05 11:44:43;551;Giulia;Greco;giulia.greco553@libero.it;+39 347 6250284;Milano;MI;Lombardia;2023-11-30;P005;Stampante laser;Ufficio;2;178.09;25;0.00;PayPal;Marketplace;Consegnato;2025-08-13;267.13
ORD004679;2024-03-12 17:52:37;304;Giulia;Lombardi;giulia.lombardi745@azienda.it;+39 366 2041719;Napoli;NA;Campania;2024-02-01;P001;Notebook Pro 14;Informatica;2;961.78;0;0.00;Contrassegno;Telefono;Spedito;2024-03-21;0
ORD004680;2024-09-03 21:58:37;24;Valentina;Greco;valentina.greco948@libero.it;+39 320 2288375;Bari;BA;Puglia;2024-08-17;P002;Monitor 27 pollici;Informatica;1;257.98;5;0.00;Contrassegno;E-commerce;Consegnato;2024-09-06;245.08
ORD004681;2024-02-04 11:42:01;2403;Beatrice;Lombardi;beatrice.lombardi272@outlook.it;+39 347 4669234;Bologna;BO;Emilia-Romagna;2022-10-01;P009;Cuffie Bluetooth;Audio;1;114.14;0;4.90;Bonifico;Telefono;Consegnato;2024-02-11;119.04
ORD004682;2024-07-13 10:33:14;1356;Stefano;Caruso;stefano.caruso550@outlook.it;+39 333 4543546;Napoli;;Campania;2023-01-23;P015;Microfono USB;Audio;3;88.35;10;0.00;Bonifico;Telefono;Consegnato;2024-07-20;238.54
ORD004683;2025-10-05 18:36:31;1391;Sara;Caruso;sara.caruso368@libero.it;+39 349 8755244;Milano;MI;Lombardia;2022-09-17;P009;Cuffie Bluetooth;Audio;2;121.66;0;6.90;Bonifico;Telefono;Consegnato;2025-10-13;250.22
ORD004684;2025-08-20 10:45:51;904;Chiara;Barbieri;chiara.barbieri128@outlook.it;+39 366 6231656;Cagliari;CA;Sardegna;2022-03-09;P014;Lampada da tavolo;Arredo;1;46.97;10;12.90;Carta di credito;Negozio;Consegnato;2025-08-27;55.17
ORD004685;2024-04-09 23:21:56;1045;Matteo;Rinaldi;matteo.rinaldi983@libero.it;+39 347 4830833;Torino;TO;Piemonte;2023-10-12;P009;Cuffie Bluetooth;Audio;1;120.71;0;8.90;Carta di credito;Negozio;In lavorazione;;129.61
ORD004686;2025-10-16 19:48:33;1869;Federico;Conti;federico.conti932@azienda.it;+39 349 7816493;Perugia;PG;LAZIO ;2023-08-13;P007;Scrivania regolabile;Arredo;1;474.69;0;0.00;Carta di credito;Negozio;Consegnato;2025-10-26;474.69
ORD004687;2024-09-17 14:19:06;1996;Simone;Conti;simone.conti330@libero.it;+39 349 5009232;Verona;VR;Veneto;2023-11-21;P011;SSD 1TB;Informatica;1;92.92;0;8.90;Carta di credito;E-commerce;Consegnato;2024-09-22;101.82
ORD004688;2025-06-03 04:45:13;815;Luca;Leone;luca.leone173@azienda.it;+39 347 3049331;Napoli;NA;Campania;2023-08-31;P005;Stampante laser;Ufficio;1;184.70;0;6.90;Carta di credito;E-commerce;Consegnato;2025-06-11;191.60
ORD004689;2024-04-19 02:40:25;2210;Giorgio;Rinaldi;giorgio.rinaldi800@outlook.it;+39 366 6697502;Genova;GE;Liguria;2024-09-10;P004;Tastiera meccanica;Accessori;1;75.69;0;4.90;PayPal;Negozio;Consegnato;2024-04-25;80.59
ORD004690;2025-12-22 04:23:49;1619;Luca;Rossi;luca.rossi378@azienda.it;+39 347 5203677;Roma;RM;Lazio;2022-02-15;P010;Router Wi-Fi 6;Rete;1;138.78;5;8.90;Contrassegno;Telefono;Consegnato;2025-12-28;140.74
ORD004691;2025-11-22 05:57:40;1493;Martina;Santoro;martina.santoro605@gmail.com;+39 333 8353851;Torino;TO;Piemonte;2023-10-03;P007;Scrivania regolabile;Arredo;1;468.00;20;0.00;PayPal;Negozio;Spedito;2025-12-02;374.40
ORD004692;2024-04-05 11:46:14;1736;Chiara;Lombardi;chiara.lombardi846@outlook.it;+39 349 2280728;Genova;GE;Liguria;2022-10-07;P012;Tablet 11 pollici;Informatica;3;392.23;0;0.00;Bonifico;Negozio;Consegnato;2024-04-12;1176.69
ORD004693;2024-07-24 03:02:04;1828;Andrea;Santoro;andrea.santoro45@outlook.it;+39 320 6596646;Bari;BA;Puglia;2023-08-30;P008;Webcam HD;Accessori;2;63.87;0;12.90;Bonifico;Telefono;Reso;2024-07-28;140.64
ORD004694;2024-09-22 12:14:38;1396;Giulia;Rinaldi;giulia.rinaldi700@gmail.com;+39 333 4394070;Napoli;NA;Campania;2023-07-20;P005;Stampante laser;Ufficio;1;189.44;0;8.90;PayPal;Marketplace;In lavorazione;;198.34
ORD004695;2025-10-12 02:39:14;1341;Giulia;Conti;giulia.conti71@gmail.com;+39 366 2762879;Palermo;PA;Sicilia;2022-11-06;P014;Lampada da tavolo;Arredo;2;47.73;10;8.90;PayPal;Marketplace;Consegnato;2025-10-21;94.81
ORD004696;2024-05-30 17:52:10;904;Chiara;Barbieri;chiara.barbieri128@outlook.it;+39 366 6231656;Cagliari;CA;Sardegna;2022-03-09;P006;Sedia ergonomica;Arredo;1;317.76;0;0.00;Contrassegno;Telefono;Consegnato;2024-06-04;317.76
ORD004697;2025-02-21 04:47:24;1694;Martina;Caruso;martina.caruso290@azienda.it;+39 320 7978207;Firenze;FI;Toscana;2022-01-27;P006;Sedia ergonomica;Arredo;1;327.35;10;0.00;Contrassegno;Negozio;Consegnato;2025-03-01;294.62
ORD004698;2024-01-18 09:43:30;371;Giorgio;Rossi;giorgio.rossi602@outlook.it;+39 333 5770389;Cagliari;CA;Sardegna;2024-09-11;P007;Scrivania regolabile;Arredo;2;475.69;0;0.00;PayPal;Marketplace;In lavorazione;;951.38
ORD004699;2024-03-26 13:02:40;483;Sara;Marino;sara.marino771@gmail.com;+39 320 2636627;Palermo;PA;Sicilia;2024-08-17;P005;Stampante laser;Ufficio;1;196.31;10;6.90;Carta di credito;Telefono;Consegnato;2024-04-02;183.58
ORD004700;2024-04-05 05:26:39;228;Alessandro;Romano;mario.rossi@;+39 333 2713327;Perugia;PG;Umbria;2023-08-06;P013;Docking station;Accessori;2;122.25;5;4.90;Carta di credito;Marketplace;Consegnato;2024-04-15;237.17
ORD004701;2025-04-09 17:59:38;1353;Alessandro;Gallo;alessandro.gallo333@outlook.it;+39 366 5289585;Bologna;BO;Emilia-Romagna;2024-11-05;P004;Tastiera meccanica;Accessori;1;74.12;5;6.90;Contrassegno;Telefono;Consegnato;2025-04-18;77.31
ORD004702;2025-11-08 23:57:30;347;Luca;Greco;luca.greco782@outlook.it;+39 366 4369707;Bologna;BO;Emilia-Romagna;2023-04-05;P010;Router Wi-Fi 6;Rete;1;130.08;0;12.90;Carta di credito;E-commerce;Consegnato;2025-11-11;142.98
ORD004703;2024-01-28 16:20:16;2389;Valentina;Ferrari;valentina.ferrari639@outlook.it;;Torino;TO;Piemonte;2024-12-25;P012;Tablet 11 pollici;Informatica;1;409.08;5;0.00;Contrassegno;Negozio;Consegnato;2024-02-07;388.63
ORD004704;2025-12-14 20:53:48;1178;Alessandro;Gallo;alessandro.gallo953@gmail.com;+39 349 6232395;Firenze;FI;Toscana;2022-09-15;P012;Tablet 11 pollici;Informatica;1;370.40;15;0.00;Carta di credito;E-commerce;Consegnato;2025-12-23;314.84
ORD004705;2024-11-12 06:22:33;382;Stefano;Rinaldi;stefano.rinaldi461@azienda.it;+39 366 9929270;Napoli;NA;Campania;2023-10-25;P001;Notebook Pro 14;Informatica;1;932.35;0;0.00;Carta di credito;Marketplace;Spedito;2024-11-22;932.35
ORD004706;2025-12-29 13:33:34;1956;Federico;Esposito;federico.esposito529@outlook.it;+39 320 1819153;Milano;MI;Lombardia;2022-04-09;P003;Mouse wireless;Accessori;1;31.68;10;6.90;Bonifico;Telefono;Consegnato;2026-01-02;35.41
ORD004707;2025-08-05 05:08:16;975;Laura;Conti;laura.conti156@azienda.it;+39 347 4593813;Bologna;BO;Emilia-Romagna;2024-08-24;P002;Monitor 27 pollici;Informatica;1;246.35;5;8.90;Contrassegno;Marketplace;Consegnato;2025-08-08;242.93
ORD004708;2025-06-17 09:07:54;1228;Simone;Greco;simone.greco638@libero.it;+39 333 8090946;Napoli;NA;Campania;2022-01-11;P002;Monitor 27 pollici;Informatica;1;248.67;10;6.90;Contrassegno;Telefono;Consegnato;2025-06-24;230.70
ORD004709;2024-06-30 00:13:46;565;Giulia;Leone;giulia.leone795@azienda.it;+39 333 7769772;Milano;MI;Lombardia;2024-10-03;P007;Scrivania regolabile;Arredo;4;438.42;0;0.00;Contrassegno;Negozio;Consegnato;2024-07-09;1753.68
ORD004710;2024-11-11 02:46:14;344;Beatrice;Conti;beatrice.conti447@azienda.it;+39 366 1589642;Perugia;PG;Umbria;2023-09-24;P011;SSD 1TB;Informatica;3;93.93;0;0.00;Bonifico;Marketplace;Unknown;2024-11-21;281.79
ORD004711;2024-06-19 11:44:14;2373;Laura;Romano;laura.romano148@gmail.com;+39 347 2193773;Palermo;PA;Sicilia;2024-06-22;P008;Webcam HD;Accessori;2;58.62;15;6.90;Contrassegno;Telefono;Consegnato;2024-06-23;106.55
ORD004712;2025-01-14 07:39:38;1148;Alessandro;Fontana;alessandro.fontana91@outlook.it;+39 347 3036341;Cagliari;CA;Sardegna;2024-06-16;P005;Stampante laser;Ufficio;3;199.12;0;0.00;Contrassegno;Marketplace;Annullato;;597.36
ORD004713;2024-08-13 17:11:53;654;Giulia;Ricci;giulia.ricci541@gmail.com;+39 366 3889701;Milano;MI;Lombardia;2023-01-12;P013;Docking station;Accessori;4;126.39;0;0.00;Carta di credito;Telefono;Consegnato;2024-08-21;505.56
ORD004714;2025-03-23 19:26:14;2228;Alessandro;Greco;alessandro.greco835@libero.it;+39 333 5659078;Milano;MI;Lombardia;2023-07-24;P005;Stampante laser;Ufficio;1;182.03;0;4.90;Contrassegno;Negozio;Consegnato;2025-04-01;186.93
ORD004715;2024-10-08 05:47:07;972;Sara;Rinaldi;sara.rinaldi142@azienda.it;+39 366 7642807;Bologna;BO;Emilia-Romagna;2022-06-08;P013;Docking station;Accessori;1;137.39;5;4.90;Carta di credito;Telefono;Consegnato;2024-10-11;135.42
ORD004716;2024-07-12 04:34:06;949;Stefano;Santoro;stefano.santoro405@azienda.it;+39 347 8329422;Torino;TO;Piemonte;2024-08-06;P015;Microfono USB;Audio;3;94.98;20;0.00;PayPal;Telefono;Consegnato;2024-07-19;227.95
ORD004717;2025-11-13 18:01:58;666;Elena;Caruso;elena.caruso912@libero.it;+39 349 4642202;Cagliari;CA;Sardegna;2022-04-05;P007;Scrivania regolabile;Arredo;1;420.41;10;0.00;Contrassegno;Telefono;Consegnato;2025-11-18;378.37
ORD004718;2025-11-19 22:06:20;1760;Ilaria;Leone;ilaria.leone516@gmail.com;+39 320 9526037;Perugia;PG;Umbria;2024-06-09;P010;Router Wi-Fi 6;Rete;1;138.99;0;12.90;Carta di credito;Marketplace;Consegnato;2025-11-28;151.89
ORD004719;2024-10-06 00:06:27;583;Francesca;Bruno;francesca.bruno298@libero.it;+39 366 9823874;Perugia;PG;Umbria;2023-05-25;P012;Tablet 11 pollici;Informatica;1;388.91;15;0.00;Bonifico;E-commerce;Consegnato;2024-10-07;330.57
ORD004720;2025-10-18 01:38:09;2001;Andrea;Lombardi;andrea.lombardi15@gmail.com;+39 333 4075602;Milano;MI;Lombardia;2023-08-17;P013;Docking station;Accessori;2;137.93;20;0.00;PayPal;Marketplace;Consegnato;2025-10-19;220.69
ORD004721;2024-10-12 19:50:57;155;Davide;Rinaldi;davide.rinaldi776@azienda.it;+39 366 9889954;Verona;VR;Veneto;2022-01-23;P008;Webcam HD;Accessori;3;55.65;5;6.90;Carta di credito;Negozio;Consegnato;2024-10-13;165.50
ORD004722;2025-08-22 03:26:40;2236;Simone;Caruso;simone.caruso588@azienda.it;+39 333 8188530;Roma;RM;Lazio;2024-05-04;P011;SSD 1TB;Informatica;2;88.86;5;6.90;PayPal;Negozio;Consegnato;2025-08-26;175.73
ORD004723;2025-04-15 07:23:40;828;Francesca;Costa;francesca.costa364@libero.it;+39 366 7831263;Firenze;FI;Toscana;2023-05-01;P005;Stampante laser;Ufficio;3;196.45;0;0.00;Contrassegno;Telefono;Consegnato;2025-04-17;589.35
ORD004724;2024-05-25 09:28:59;770;Sara;Moretti;sara.moretti792@gmail.com;+39 320 8730319;Firenze;FI;Toscana;2024-09-24;P012;Tablet 11 pollici;Informatica;1;393.15;0;0.00;PayPal;Telefono;Consegnato;2024-05-30;393.15
ORD004725;2025-06-08 00:44:07;673;Chiara;Rossi;chiara.rossi360@azienda.it;+39 366 2507460;Torino;TO;Piemonte;2024-01-15;P005;Stampante laser;Ufficio;1;203.94;20;8.90;Contrassegno;Marketplace;Spedito;2025-06-10;172.05
ORD004726;2025-08-23 21:02:07;132;Matteo;Lombardi;matteo.lombardi534@gmail.com;+39 320 9496988;Torino;TO;Piemonte;2023-10-28;P010;Router Wi-Fi 6;Rete;1;137.78;10;4.90;PayPal;Telefono;Reso;2025-08-28;128.90
ORD004727;2025-08-25 04:10:04;559;Chiara;Bianchi;chiara.bianchi944@outlook.it;+39 366 6104034;Genova;GE;Liguria;2024-10-24;P008;Webcam HD;Accessori;1;60.85;5;4.90;Contrassegno;Telefono;Consegnato;2025-08-27;62.71
ORD004728;2024-06-06 17:03:07;709;Giulia;Leone;giulia.leone849@azienda.it;+39 366 7646687;Napoli;NA;Campania;2024-09-08;P002;Monitor 27 pollici;Informatica;1;263.08;10;0.00;Carta di credito;Negozio;Annullato;;236.77
ORD004729;2025-07-13 17:11:28;2347;Martina;Fontana;martina.fontana124@gmail.com;+39 320 5230701;Bologna;BO;Emilia-Romagna;2022-12-20;P015;Microfono USB;Audio;1;88.82;0;4.90;Carta di credito;E-commerce;Consegnato;2025-07-19;93.72
ORD004730;2025-12-12 13:45:28;2159;Luca;Rinaldi;luca.rinaldi731@libero.it;+39 349 9649878;Perugia;PG;Umbria;2024-07-30;P002;Monitor 27 pollici;Informatica;2;248.12;20;0.00;Contrassegno;Negozio;Consegnato;2025-12-18;396.99
ORD004731;2024-02-27 01:16:44;2417;Alessandro;Santoro;alessandro.santoro876@azienda.it;+39 366 4814114;Cagliari;CA;Sardegna;2023-09-11;P011;SSD 1TB;Informatica;1;94.65;0;6.90;Bonifico;E-commerce;Consegnato;2024-03-05;101.55
ORD004732;2025-02-25 00:26:26;1745;Federico;Lombardi;federico.lombardi68@azienda.it;+39 366 8930054;Perugia;PG;Umbria;2024-09-14;P013;Docking station;Accessori;1;128.48;0;4.90;Carta di credito;Telefono;Annullato;;133.38
ORD004733;2025-07-30 11:13:51;1838;Giulia;Rossi;giulia.rossi376@azienda.it;+39 347 1189058;Verona;VR;Veneto;2023-02-06;P004;Tastiera meccanica;Accessori;4;75.38;5;0.00;Bonifico;Negozio;Consegnato;2025-08-08;286.44
ORD004734;2025-10-17 12:15:55;2425;Marco;Rossi;marco.rossi978@gmail.com;+39 366 5648433;Torino;TO;Piemonte;2024-07-26;P010;Router Wi-Fi 6;Rete;1;149.78;0;8.90;Contrassegno;Marketplace;Consegnato;2025-10-20;158.68
ORD004735;2024-03-06 05:24:43;1784;Laura;Rossi;laura.rossi414@azienda.it;+39 347 3644178;Roma;RM;Lazio;2024-09-06;P011;SSD 1TB;Informatica;1;92.21;5;8.90;PayPal;Telefono;Reso;2024-03-12;96.50
ORD004736;2024-07-19 13:09:23;406;Beatrice;Greco;beatrice.greco460@libero.it;+39 366 7725911;Cagliari;CA;Sardegna;2022-11-20;P002;Monitor 27 pollici;Informatica;1;241.06;20;8.90;Contrassegno;Telefono;Consegnato;2024-07-27;201.75
ORD004737;2025-12-17 05:04:50;306;Laura;Lombardi;laura.lombardi594@gmail.com;+39 347 7992858;Napoli;NA;Campania;2024-07-09;P001;Notebook Pro 14;Informatica;1;968.31;0;0.00;Contrassegno;Telefono;Reso;2025-12-24;968.31
ORD004738;2024-04-03 16:13:45;1589;Marco;Marino;marco.marino176@gmail.com;+39 333 8380573;Perugia;PG;Umbria;2025-01-25;P009;Cuffie Bluetooth;Audio;2;119.46;0;4.90;Carta di credito;E-commerce;Consegnato;2024-04-06;243.82
ORD004739;2024-07-27 12:41:28;874;Francesca;Moretti;francesca.moretti901@outlook.it;+39 347 1610736;Napoli;NA;Campania;2024-02-23;P013;Docking station;Accessori;1;121.95;0;6.90;PayPal;E-commerce;Consegnato;2024-08-02;128.85
ORD004740;2025-07-09 06:41:09;631;Marco;Moretti;marco.moretti255@outlook.it;+39 349 6982175;Palermo;PA;Sicilia;2022-12-26;P008;Webcam HD;Accessori;2;63.04;10;6.90;Contrassegno;Marketplace;Annullato;;120.37
ORD004741;2025-12-27 02:21:55;981; MARCO ;Moretti;marco.moretti76@libero.it;+39 320 3414867;Verona;VR;Veneto;2023-09-12;P010;Router Wi-Fi 6;Rete;1;134.65;0;6.90;Contrassegno;Marketplace;Reso;2026-01-02;141.55
ORD004742;2025-02-24 18:50:56;855;Beatrice;Ferrari;beatrice.ferrari383@libero.it;+39 320 5367235;Bari;BA;Puglia;2022-06-23;P009;Cuffie Bluetooth;Audio;1;0;0;12.90;Carta di credito;E-commerce;Annullato;;123.57
ORD004743;2024-10-24 21:50:08;716;Stefano;Bianchi;;+39 347 5498463;Verona;VR;Veneto;2024-05-22;P008;Webcam HD;Accessori;1;55.29;0;8.90;Contrassegno;E-commerce;Consegnato;2024-11-01;64.19
ORD004744;2025-02-01 03:33:34;417;Marco;Conti;marco.conti657@libero.it;+39 347 8885721;Palermo;PA;Sicilia;2024-06-09;P008;Webcam HD;Accessori;2;64.69;5;4.90;Contrassegno;Negozio;Spedito;2025-02-11;127.81
ORD004745;2025-09-20 12:30:43;2146;Giulia;Bianchi;giulia.bianchi605@libero.it;+39 333 9883665;Cagliari;CA;Sardegna;2022-08-17;P011;SSD 1TB;Informatica;2;92.78;0;8.90;PayPal;Telefono;In lavorazione;;194.46
ORD004746;2025-11-07 08:07:52;743;Ilaria;Rossi;ilaria.rossi925@azienda.it;+39 320 4319957;Milano;MI;Lombardia;2022-06-20;P005;Stampante laser;Ufficio;1;199.09;0;12.90;PayPal;Marketplace;Consegnato;2025-11-11;211.99
ORD004747;2024-03-04 19:37:00;1331;Sara;Rossi;sara.rossi394@libero.it;+39 366 8998449;Verona;VR;Veneto;2025-02-17;P010;Router Wi-Fi 6;Rete;2;136.96;20;0.00;Carta di credito;Telefono;Consegnato;2024-03-07;219.14
ORD004748;2025-07-30 23:03:14;2313;Laura;Romano;laura.romano528@libero.it;+39 320 7867620;Cagliari;CA;Sardegna;2023-08-14;P001;Notebook Pro 14;Informatica;3;900.01;10;0.00;Contrassegno;Negozio;Consegnato;2025-08-01;2430.03
ORD004749;2024-02-03 16:48:28;463;Giorgio;Rossi;giorgio.rossi396@outlook.it;+39 333 5481247;Napoli;NA;Campania;2024-08-30;P002;Monitor 27 pollici;Informatica;2;238.98;0;0.00;Carta di credito;E-commerce;Spedito;2024-02-07;477.96
