OrderLineID;OrderID;OrderDate;CustomerID;CustomerFirstName;CustomerLastName;CustomerEmail;CustomerPhone;CustomerCity;CustomerProvince;CustomerRegion;CustomerSegment;CustomerSignupDate;SalesRepID;SalesRepFirstName;SalesRepLastName;SalesRepEmail;SalesArea;ProductCode;ProductName;Category;Brand;UnitPriceEUR;Quantity;DiscountPct;WarehouseID;WarehouseName;WarehouseCity;WarehouseProvince;SalesChannel;PaymentMethod;OrderStatus;DeliveryDate;ShippingCostEUR;LineRevenueEUR
OL00003258;O0001322;2024-09-23;C01573;Luca;Leone;luca.leone1573@example.it;+393384784076;Modena;MO;Emilia-Romagna;Professionista;2021-11-14;S001;Alessandro;Gallo;alessandro.gallo1@example.it;Lombardia;P020;Lampada Desk LED;Arredo;FormaOffice;44.00;4;10.00;W05;Torino Ovest;Torino;TO;Commerciale;Carta;Spedito;2024-10-01;0.00;158.40
OL00003259;O0001323;2024-04-15;C00496;Andrea;Rinaldi;andrea.rinaldi496@example.it;+393353047760;Venezia;VE;Veneto;Microimpresa;2022-12-10;S025;Chiara;Barbieri;chiara.barbieri25@example.it;Lombardia;P012;Scanner Documentale;Ufficio;Printiva;199.00;7;0.00;W05;Torino Ovest;Torino;TO;E-commerce;Addebito diretto;Consegnato;2024-04-16;0.00;1393.00
OL00003260;O0001323;2024-04-15;C00496;Andrea;Rinaldi;andrea.rinaldi496@example.it;+393353047760;Venezia;VE;Veneto;Microimpresa;2022-12-10;S025;Chiara;Barbieri;chiara.barbieri25@example.it;Lombardia;P002;Notebook Air 13;Informatica;NovaTech;749.00;4;0.00;W05;Torino Ovest;Torino;TO;E-commerce;Addebito diretto;Consegnato;2024-04-16;19.90;3015.90
OL00003261;O0001323;2024-04-15;C00496;Andrea;Rinaldi;andrea.rinaldi496@example.it;+393353047760;Venezia;VE;Veneto;Microimpresa;2022-12-10;S025;Chiara;Barbieri;chiara.barbieri25@example.it;Lombardia;P009;Router Wi-Fi 6;Rete;NetWave;159.00;2;5.00;W05;Torino Ovest;Torino;TO;E-commerce;Addebito diretto;Consegnato;2024-04-16;19.90;322.00
OL00003262;O0001323;2024-04-15;C00496;Andrea;Rinaldi;andrea.rinaldi496@example.it;+393353047760;Venezia;VE;Veneto;Microimpresa;2022-12-10;S025;Chiara;Barbieri;chiara.barbieri25@example.it;Lombardia;P025;Licenza Office Suite;Software;SoftBridge;149.00;4;0.00;W05;Torino Ovest;Torino;TO;E-commerce;Addebito diretto;Consegnato;2024-04-16;19.90;615.90
OL00003263;O0001324;2024-08-25;C00701;Francesca;Gallo;francesca.gallo701@example.it;+393056789137;Parma;PR;Emilia-Romagna;PMI;2025-04-12;S028;Martina;Marino;martina.marino28@example.it;Lazio;P011;Stampante Laser;Ufficio;Printiva;239.00;3;0.00;W05;Torino Ovest;Torino;TO;Commerciale;Addebito diretto;Consegnato;2024-08-29;19.90;736.90
OL00003264;O0001324;2024-08-25;C00701;Francesca;Gallo;francesca.gallo701@example.it;+393056789137;Parma;PR;Emilia-Romagna;PMI;2025-04-12;S028;Martina;Marino;martina.marino28@example.it;Lazio;P015;Microfono USB;Audio;SoundPeak;119.00;5;0.00;W05;Torino Ovest;Torino;TO;Commerciale;Addebito diretto;Consegnato;2024-08-29;0.00;595.00
OL00003265;O0001324;2024-08-25;C00701;Francesca;Gallo;francesca.gallo701@example.it;+393056789137;Parma;PR;Emilia-Romagna;PMI;2025-04-12;S028;Martina;Marino;martina.marino28@example.it;Lazio;P009;Router Wi-Fi 6;Rete;NetWave;159.00;5;20.00;W05;Torino Ovest;Torino;TO;Commerciale;Addebito diretto;Consegnato;2024-08-29;4.90;640.90
OL00003266;O0001325;2024-03-08;C00737;Francesca;Moretti;francesca.moretti737@example.it;+393628845603;Novara;NO;Piemonte;PMI;2023-10-16;S025;Chiara;Barbieri;chiara.barbieri25@example.it;Lombardia;P002;Notebook Air 13;Informatica;NovaTech;749.00;1;10.00;W05;Torino Ovest;Torino;TO;Commerciale;PayPal;Reso;2024-03-11;0.00;674.10
OL00003267;O0001325;2024-03-08;C00737;Francesca;Moretti;francesca.moretti737@example.it;+393628845603;Novara;NO;Piemonte;PMI;2023-10-16;S025;Chiara;Barbieri;chiara.barbieri25@example.it;Lombardia;P022;Scrivania Regolabile;Arredo;FormaOffice;579.00;8;15.00;W05;Torino Ovest;Torino;TO;Commerciale;PayPal;Reso;2024-03-11;12.90;3950.10
OL00003268;O0001325;2024-03-08;C00737;Francesca;Moretti;francesca.moretti737@example.it;+393628845603;Novara;NO;Piemonte;PMI;2023-10-16;S025;Chiara;Barbieri;chiara.barbieri25@example.it;Lombardia;P005;Mouse Wireless;Accessori;KeyForge;49.90;5;5.00;W05;Torino Ovest;Torino;TO;Commerciale;PayPal;Reso;2024-03-11;4.90;241.93
OL00003269;O0001326;2024-09-30;C00674;Elena;Ferrari;elena.ferrari674@example.it;+393467888741;Palermo;PA;Sicilia;Microimpresa;2022-12-02;S012;Martina;Santoro;martina.santoro12@example.it;Toscana;P007;SSD Esterno 1TB;Archiviazione;DataSafe;129.00;3;0.00;W04;Napoli Hub;Napoli;NA;Commerciale;Addebito diretto;Reso;2024-10-02;0.00;387.00
OL00003270;O0001326;2024-09-30;C00674;Elena;Ferrari;elena.ferrari674@example.it;+393467888741;Palermo;PA;Sicilia;Microimpresa;2022-12-02;S012;Martina;Santoro;martina.santoro12@example.it;Toscana;P001;Notebook Pro 14;Informatica;NovaTech;899.00;1;0.00;W04;Napoli Hub;Napoli;NA;Commerciale;Addebito diretto;Reso;2024-10-02;19.90;918.90
OL00003271;O0001326;2024-09-30;C00674;Elena;Ferrari;elena.ferrari674@example.it;+393467888741;Palermo;PA;Sicilia;Microimpresa;2022-12-02;S012;Martina;Santoro;martina.santoro12@example.it;Toscana;P014;Cuffie Conference;Audio;SoundPeak;99.00;7;20.00;W04;Napoli Hub;Napoli;NA;Commerciale;Addebito diretto;Reso;2024-10-02;0.00;554.40
OL00003272;O0001327;2025-04-27;C02262;Davide;Longo;davide.longo2262@example.it;+393280894761;Bari;BA;Puglia;PMI;2024-01-02;S023;Davide;Moretti;davide.moretti23@example.it;Piemonte;P006;Dock USB-C;Accessori;Connecta;89.00;1;15.00;W03;Roma Est;Roma;RM;E-commerce;Carta;Consegnato;2025-04-29;19.90;95.55
OL00003273;O0001328;2025-05-05;C02143;Federico;Caruso;federico.caruso2143@example.it;+393492754936;Genova;GE;Liguria;PMI;2023-10-09;S027;Ilaria;Lombardi;ilaria.lombardi27@example.it;Lazio;P016;Tablet 11;Mobile;NovaTech;529.00;7;10.00;W01;Milano Nord;Milano;MI;Commerciale;PayPal;Spedito;2025-05-13;0.00;3332.70
OL00003274;O0001328;2025-05-05;C02143;Federico;Caruso;federico.caruso2143@example.it;+393492754936;Genova;GE;Liguria;PMI;2023-10-09;S027;Ilaria;Lombardi;ilaria.lombardi27@example.it;Lazio;P027;Server Tower;Informatica;NovaTech;2190.00;4;10.00;W01;Milano Nord;Milano;MI;Commerciale;PayPal;Spedito;2025-05-13;12.90;7896.90
OL00003275;O0001328;2025-05-05;C02143;Federico;Caruso;federico.caruso2143@example.it;+393492754936;Genova;GE;Liguria;PMI;2023-10-09;S027;Ilaria;Lombardi;ilaria.lombardi27@example.it;Lazio;P004;Tastiera Meccanica;Accessori;KeyForge;109.00;6;0.00;W01;Milano Nord;Milano;MI;Commerciale;PayPal;Spedito;2025-05-13;7.90;661.90
OL00003276;O0001329;2025-10-18;C02007;Giorgio;Greco;giorgio.greco2007@example.it;+393145988237;Novara;NO;Piemonte;PMI;2021-04-13;S017;Giulia;Lombardi;giulia.lombardi17@example.it;Piemonte;P003;Monitor 27 QHD;Informatica;Visionix;319.00;8;10.00;W03;Roma Est;Roma;RM;Telefono;Bonifico;Spedito;2025-10-24;12.90;2309.70
OL00003277;O0001329;2025-10-18;C02007;Giorgio;Greco;giorgio.greco2007@example.it;+393145988237;Novara;NO;Piemonte;PMI;2021-04-13;S017;Giulia;Lombardi;giulia.lombardi17@example.it;Piemonte;P019;UPS 1000VA;Energia;Voltix;189.00;6;0.00;W03;Roma Est;Roma;RM;Telefono;Bonifico;Spedito;2025-10-24;7.90;1141.90
OL00003278;O0001329;2025-10-18;C02007;Giorgio;Greco;giorgio.greco2007@example.it;+393145988237;Novara;NO;Piemonte;PMI;2021-04-13;S017;Giulia;Lombardi;giulia.lombardi17@example.it;Piemonte;P008;NAS 2-Bay;Archiviazione;DataSafe;289.00;4;0.00;W03;Roma Est;Roma;RM;Telefono;Bonifico;Spedito;2025-10-24;4.90;1160.90
OL00003279;O0001329;2025-10-18;C02007;Giorgio;Greco;giorgio.greco2007@example.it;+393145988237;Novara;NO;Piemonte;PMI;2021-04-13;S017;Giulia;Lombardi;giulia.lombardi17@example.it;Piemonte;P018;Power Bank 20K;Mobile;Voltix;59.00;8;20.00;W03;Roma Est;Roma;RM;Telefono;Bonifico;Spedito;2025-10-24;4.90;382.50
OL00003280;O0001330;2025-09-19;C01567;Matteo;Santoro;matteo.santoro1567@example.it;+393636259766;Torino;TO;Piemonte;PMI;2024-09-09;S021;Simone;Ricci;simone.ricci21@example.it;Piemonte;P017;Smartphone Business;Mobile;NovaTech;649.00;3;0.00;W05;Torino Ovest;Torino;TO;E-commerce;PayPal;Consegnato;2025-09-23;4.90;1951.90
OL00003281;O0001330;2025-09-19;C01567;Matteo;Santoro;matteo.santoro1567@example.it;+393636259766;Torino;TO;Piemonte;PMI;2024-09-09;S021;Simone;Ricci;simone.ricci21@example.it;Piemonte;P005;Mouse Wireless;Accessori;KeyForge;49.90;3;20.00;W05;Torino Ovest;Torino;TO;E-commerce;PayPal;Consegnato;2025-09-23;0.00;119.76
OL00003282;O0001330;2025-09-19;C01567;Matteo;Santoro;matteo.santoro1567@example.it;+393636259766;Torino;TO;Piemonte;PMI;2024-09-09;S021;Simone;Ricci;simone.ricci21@example.it;Piemonte;P028;Firewall Appliance;Rete;NetWave;1290.00;1;5.00;W05;Torino Ovest;Torino;TO;E-commerce;PayPal;Consegnato;2025-09-23;0.00;1225.50
OL00003283;O0001331;2024-04-19;C01929;Matteo;Caruso;matteo.caruso1929@example.it;+393674084323;Caserta;CE;Campania;Microimpresa;2024-01-07;S006;Giulia;Romano;giulia.romano6@example.it;Veneto;P028;Firewall Appliance;Rete;NetWave;1290.00;4;0.00;W03;Roma Est;Roma;RM;Commerciale;PayPal;Consegnato;2024-04-22;12.90;5172.90
OL00003284;O0001331;2024-04-19;C01929;Matteo;Caruso;matteo.caruso1929@example.it;+393674084323;Caserta;CE;Campania;Microimpresa;2024-01-07;S006;Giulia;Romano;giulia.romano6@example.it;Veneto;P009;Router Wi-Fi 6;Rete;NetWave;159.00;7;0.00;W03;Roma Est;Roma;RM;Commerciale;PayPal;Consegnato;2024-04-22;7.90;1120.90
OL00003285;O0001331;2024-04-19;C01929;Matteo;Caruso;matteo.caruso1929@example.it;+393674084323;Caserta;CE;Campania;Microimpresa;2024-01-07;S006;Giulia;Romano;giulia.romano6@example.it;Veneto;P020;Lampada Desk LED;Arredo;FormaOffice;44.00;3;15.00;W03;Roma Est;Roma;RM;Commerciale;PayPal;Consegnato;2024-04-22;0.00;112.20
OL00003286;O0001332;2024-10-13;C00713;Giorgio;Rinaldi;giorgio.rinaldi713@example.it;+393745350434;Pisa;PI;Toscana;Microimpresa;2023-12-15;S008;Davide;Costa;davide.costa8@example.it;Liguria;P030;Speaker Conference;Audio;SoundPeak;179.00;8;5.00;W01;Milano Nord;Milano;MI;Telefono;Addebito diretto;Spedito;2024-10-20;0.00;1360.40
OL00003287;O0001332;2024-10-13;C00713;Giorgio;Rinaldi;giorgio.rinaldi713@example.it;+393745350434;Pisa;PI;Toscana;Microimpresa;2023-12-15;S008;Davide;Costa;davide.costa8@example.it;Liguria;P001;Notebook Pro 14;Informatica;NovaTech;899.00;4;5.00;W01;Milano Nord;Milano;MI;Telefono;Addebito diretto;Spedito;2024-10-20;19.90;3436.10
OL00003288;O0001333;2025-08-14;C02258;Elena;Caruso;elena.caruso2258@example.it;+393515194152;Modena;MO;Emilia-Romagna;Microimpresa;2025-01-19;S010;Francesca;Longo;francesca.longo10@example.it;Lazio;P025;Licenza Office Suite;Software;SoftBridge;149.00;3;10.00;W05;Torino Ovest;Torino;TO;Telefono;Addebito diretto;Consegnato;2025-08-21;4.90;407.20
OL00003289;O0001333;2025-08-14;C02258;Elena;Caruso;elena.caruso2258@example.it;+393515194152;Modena;MO;Emilia-Romagna;Microimpresa;2025-01-19;S010;Francesca;Longo;francesca.longo10@example.it;Lazio;P018;Power Bank 20K;Mobile;Voltix;59.00;2;15.00;W05;Torino Ovest;Torino;TO;Telefono;Addebito diretto;Consegnato;2025-08-21;19.90;120.20
OL00003290;O0001334;2025-01-26;C01897;Ilaria;Esposito;ilaria.esposito1897@example.it;+393926552929;Salerno;SA;Campania;PMI;2022-04-26;S035;Ilaria;Barbieri;ilaria.barbieri35@example.it;Emilia-Romagna;P005;Mouse Wireless;Accessori;KeyForge;49.90;4;0.00;W02;Bologna Interporto;Bologna;BO;Marketplace;PayPal;In preparazione;;4.90;204.50
OL00003291;O0001334;2025-01-26;C01897;Ilaria;Esposito;ilaria.esposito1897@example.it;+393926552929;Salerno;SA;Campania;PMI;2022-04-26;S035;Ilaria;Barbieri;ilaria.barbieri35@example.it;Emilia-Romagna;P010;Switch 8 Porte;Rete;NetWave;79.00;4;10.00;W02;Bologna Interporto;Bologna;BO;Marketplace;PayPal;In preparazione;;0.00;284.40
OL00003292;O0001334;2025-01-26;C01897;Ilaria;Esposito;ilaria.esposito1897@example.it;+393926552929;Salerno;SA;Campania;PMI;2022-04-26;S035;Ilaria;Barbieri;ilaria.barbieri35@example.it;Emilia-Romagna;P018;Power Bank 20K;Mobile;Voltix;59.00;8;5.00;W02;Bologna Interporto;Bologna;BO;Marketplace;PayPal;In preparazione;;12.90;461.30
OL00003293;O0001334;2025-01-26;C01897;Ilaria;Esposito;ilaria.esposito1897@example.it;+393926552929;Salerno;SA;Campania;PMI;2022-04-26;S035;Ilaria;Barbieri;ilaria.barbieri35@example.it;Emilia-Romagna;P011;Stampante Laser;Ufficio;Printiva;239.00;8;0.00;W02;Bologna Interporto;Bologna;BO;Marketplace;PayPal;In preparazione;;7.90;1919.90
OL00003294;O0001335;2025-09-12;C02493;Luca;Leone;luca.leone2493@example.it;+393070131210;Siena;SI;Toscana;Enterprise;2022-02-03;S010;Francesca;Longo;francesca.longo10@example.it;Lazio;P027;Server Tower;Informatica;NovaTech;2190.00;5;10.00;W01;Milano Nord;Milano;MI;Telefono;PayPal;Spedito;2025-09-18;12.90;9867.90
OL00003295;O0001336;2024-11-28;C00678;Simone;Costa;simone.costa678@example.it;+393823043546;Brescia;BS;Lombardia;Enterprise;2023-11-27;S002;Valentina;Longo;valentina.longo2@example.it;Emilia-Romagna;P009;Router Wi-Fi 6;Rete;NetWave;159.00;7;10.00;W03;Roma Est;Roma;RM;Telefono;Carta;In preparazione;;19.90;1021.60
OL00003296;O0001336;2024-11-28;C00678;Simone;Costa;simone.costa678@example.it;+393823043546;Brescia;BS;Lombardia;Enterprise;2023-11-27;S002;Valentina;Longo;valentina.longo2@example.it;Emilia-Romagna;P008;NAS 2-Bay;Archiviazione;DataSafe;289.00;2;5.00;W03;Roma Est;Roma;RM;Telefono;Carta;In preparazione;;4.90;554.00
OL00003297;O0001337;2024-06-16;C00624;Luca;Marino;luca.marino624@example.it;+393562873865;Viterbo;VT;Lazio;PMI;2024-06-10;S007;Matteo;Bianchi;matteo.bianchi7@example.it;Sicilia;P012;Scanner Documentale;Ufficio;Printiva;199.00;3;15.00;W05;Torino Ovest;Torino;TO;Commerciale;Bonifico;Consegnato;2024-06-21;0.00;507.45
OL00003298;O0001337;2024-06-16;C00624;Luca;Marino;luca.marino624@example.it;+393562873865;Viterbo;VT;Lazio;PMI;2024-06-10;S007;Matteo;Bianchi;matteo.bianchi7@example.it;Sicilia;P019;UPS 1000VA;Energia;Voltix;189.00;5;20.00;W05;Torino Ovest;Torino;TO;Commerciale;Bonifico;Consegnato;2024-06-21;0.00;756.00
OL00003299;O0001338;2024-12-10;C02119;Francesca;Leone;francesca.leone2119@example.it;+393520352917;Modena;MO;Emilia-Romagna;Microimpresa;2025-04-29;S037;Luca;Barbieri;luca.barbieri37@example.it;Sicilia;P023;Hub HDMI;Accessori;Connecta;39.00;6;20.00;W05;Torino Ovest;Torino;TO;Telefono;Addebito diretto;Reso;2024-12-13;12.90;200.10
OL00003300;O0001338;2024-12-10;C02119;Francesca;Leone;francesca.leone2119@example.it;+393520352917;Modena;MO;Emilia-Romagna;Microimpresa;2025-04-29;S037;Luca;Barbieri;luca.barbieri37@example.it;Sicilia;P025;Licenza Office Suite;Software;SoftBridge;149.00;8;5.00;W05;Torino Ovest;Torino;TO;Telefono;Addebito diretto;Reso;2024-12-13;12.90;1145.30
OL00003301;O0001339;2025-04-01;C01726;Elena;Caruso;elena.caruso1726@example.it;+393387154911;Firenze;FI;Toscana;Microimpresa;2021-09-17;S002;Valentina;Longo;valentina.longo2@example.it;Emilia-Romagna;P009;Router Wi-Fi 6;Rete;NetWave;159.00;4;0.00;W04;Napoli Hub;Napoli;NA;Commerciale;Addebito diretto;Consegnato;2025-04-02;19.90;655.90
OL00003302;O0001339;2025-04-01;C01726;Elena;Caruso;elena.caruso1726@example.it;+393387154911;Firenze;FI;Toscana;Microimpresa;2021-09-17;S002;Valentina;Longo;valentina.longo2@example.it;Emilia-Romagna;P012;Scanner Documentale;Ufficio;Printiva;199.00;4;5.00;W04;Napoli Hub;Napoli;NA;Commerciale;Addebito diretto;Consegnato;2025-04-02;0.00;756.20
OL00003303;O0001339;2025-04-01;C01726;Elena;Caruso;elena.caruso1726@example.it;+393387154911;Firenze;FI;Toscana;Microimpresa;2021-09-17;S002;Valentina;Longo;valentina.longo2@example.it;Emilia-Romagna;P014;Cuffie Conference;Audio;SoundPeak;99.00;7;0.00;W04;Napoli Hub;Napoli;NA;Commerciale;Addebito diretto;Consegnato;2025-04-02;12.90;705.90
OL00003304;O0001339;2025-04-01;C01726;Elena;Caruso;elena.caruso1726@example.it;+393387154911;Firenze;FI;Toscana;Microimpresa;2021-09-17;S002;Valentina;Longo;valentina.longo2@example.it;Emilia-Romagna;P029;Proiettore Business;Video;Visionix;699.00;1;0.00;W04;Napoli Hub;Napoli;NA;Commerciale;Addebito diretto;Consegnato;2025-04-02;12.90;711.90
OL00003305;O0001340;2025-01-23;C02377;Francesca;Caruso;francesca.caruso2377@example.it;+393961834579;Bergamo;BG;Lombardia;PMI;2021-08-20;S027;Ilaria;Lombardi;ilaria.lombardi27@example.it;Lazio;P002;Notebook Air 13;Informatica;NovaTech;749.00;6;5.00;W02;Bologna Interporto;Bologna;BO;Commerciale;Carta;Consegnato;2025-01-27;7.90;4277.20
OL00003306;O0001340;2025-01-23;C02377;Francesca;Caruso;francesca.caruso2377@example.it;+393961834579;Bergamo;BG;Lombardia;PMI;2021-08-20;S027;Ilaria;Lombardi;ilaria.lombardi27@example.it;Lazio;P026;Licenza Antivirus;Software;SoftBridge;39.00;7;0.00;W02;Bologna Interporto;Bologna;BO;Commerciale;Carta;Consegnato;2025-01-27;7.90;280.90
OL00003307;O0001340;2025-01-23;C02377;Francesca;Caruso;francesca.caruso2377@example.it;+393961834579;Bergamo;BG;Lombardia;PMI;2021-08-20;S027;Ilaria;Lombardi;ilaria.lombardi27@example.it;Lazio;P023;Hub HDMI;Accessori;Connecta;39.00;6;5.00;W02;Bologna Interporto;Bologna;BO;Commerciale;Carta;Consegnato;2025-01-27;12.90;235.20
OL00003308;O0001341;2024-01-20;C02387;Marco;Costa;marco.costa2387@example.it;+393393673975;Genova;GE;Liguria;PMI;2022-07-16;S040;Federico;Ricci;federico.ricci40@example.it;Sicilia;P013;Webcam Full HD;Video;Visionix;69.00;7;5.00;W04;Napoli Hub;Napoli;NA;E-commerce;Bonifico;Consegnato;2024-01-25;19.90;478.75
OL00003309;O0001341;2024-01-20;C02387;Marco;Costa;marco.costa2387@example.it;+393393673975;Genova;GE;Liguria;PMI;2022-07-16;S040;Federico;Ricci;federico.ricci40@example.it;Sicilia;P019;UPS 1000VA;Energia;Voltix;189.00;7;5.00;W04;Napoli Hub;Napoli;NA;E-commerce;Bonifico;Consegnato;2024-01-25;7.90;1264.75
OL00003310;O0001341;2024-01-20;C02387;Marco;Costa;marco.costa2387@example.it;+393393673975;Genova;GE;Liguria;PMI;2022-07-16;S040;Federico;Ricci;federico.ricci40@example.it;Sicilia;P005;Mouse Wireless;Accessori;KeyForge;49.90;7;5.00;W04;Napoli Hub;Napoli;NA;E-commerce;Bonifico;Consegnato;2024-01-25;12.90;344.74
OL00003311;O0001341;2024-01-20;C02387;Marco;Costa;marco.costa2387@example.it;+393393673975;Genova;GE;Liguria;PMI;2022-07-16;S040;Federico;Ricci;federico.ricci40@example.it;Sicilia;P004;Tastiera Meccanica;Accessori;KeyForge;109.00;4;5.00;W04;Napoli Hub;Napoli;NA;E-commerce;Bonifico;Consegnato;2024-01-25;7.90;422.10
OL00003312;O0001342;2025-06-06;C00027;Davide;Longo;davide.longo27@example.it;+393067529791;Siena;SI;Toscana;Microimpresa;2023-05-21;S034;Stefano;Leone;stefano.leone34@example.it;Puglia;P025;Licenza Office Suite;Software;SoftBridge;149.00;3;0.00;W04;Napoli Hub;Napoli;NA;Marketplace;Addebito diretto;Consegnato;2025-06-12;19.90;466.90
OL00003313;O0001343;2025-01-08;C00619;Martina;Esposito;martina.esposito619@example.it;+393464190077;Venezia;VE;Veneto;PMI;2023-06-22;S013;Ilaria;Ricci;ilaria.ricci13@example.it;Sicilia;P030;Speaker Conference;Audio;SoundPeak;179.00;1;0.00;W04;Napoli Hub;Napoli;NA;E-commerce;Carta;Consegnato;2025-01-15;4.90;183.90
OL00003314;O0001343;2025-01-08;C00619;Martina;Esposito;martina.esposito619@example.it;+393464190077;Venezia;VE;Veneto;PMI;2023-06-22;S013;Ilaria;Ricci;ilaria.ricci13@example.it;Sicilia;P016;Tablet 11;Mobile;NovaTech;529.00;3;0.00;W04;Napoli Hub;Napoli;NA;E-commerce;Carta;Consegnato;2025-01-15;0.00;1587.00
OL00003315;O0001343;2025-01-08;C00619;Martina;Esposito;martina.esposito619@example.it;+393464190077;Venezia;VE;Veneto;PMI;2023-06-22;S013;Ilaria;Ricci;ilaria.ricci13@example.it;Sicilia;P028;Firewall Appliance;Rete;NetWave;1290.00;5;0.00;W04;Napoli Hub;Napoli;NA;E-commerce;Carta;Consegnato;2025-01-15;12.90;6462.90
OL00003316;O0001344;2024-03-25;C01078;Davide;Costa;davide.costa1078@example.it;+393036876754;Caserta;CE;Campania;Microimpresa;2024-07-17;S025;Chiara;Barbieri;chiara.barbieri25@example.it;Lombardia;P009;Router Wi-Fi 6;Rete;NetWave;159.00;8;20.00;W02;Bologna Interporto;Bologna;BO;Telefono;Bonifico;Consegnato;2024-03-27;4.90;1022.50
OL00003317;O0001344;2024-03-25;C01078;Davide;Costa;davide.costa1078@example.it;+393036876754;Caserta;CE;Campania;Microimpresa;2024-07-17;S025;Chiara;Barbieri;chiara.barbieri25@example.it;Lombardia;P026;Licenza Antivirus;Software;SoftBridge;39.00;4;5.00;W02;Bologna Interporto;Bologna;BO;Telefono;Bonifico;Consegnato;2024-03-27;19.90;168.10
OL00003318;O0001344;2024-03-25;C01078;Davide;Costa;davide.costa1078@example.it;+393036876754;Caserta;CE;Campania;Microimpresa;2024-07-17;S025;Chiara;Barbieri;chiara.barbieri25@example.it;Lombardia;P013;Webcam Full HD;Video;Visionix;69.00;5;0.00;W02;Bologna Interporto;Bologna;BO;Telefono;Bonifico;Consegnato;2024-03-27;0.00;345.00
OL00003319;O0001345;2025-03-29;C01089;Francesca;Leone;francesca.leone1089@example.it;+393119795006;Pisa;PI;Toscana;Microimpresa;2021-08-17;S019;Elena;Leone;elena.leone19@example.it;Campania;P009;Router Wi-Fi 6;Rete;NetWave;159.00;5;0.00;W01;Milano Nord;Milano;MI;Commerciale;Bonifico;Consegnato;2025-04-01;0.00;795.00
OL00003320;O0001345;2025-03-29;C01089;Francesca;Leone;francesca.leone1089@example.it;+393119795006;Pisa;PI;Toscana;Microimpresa;2021-08-17;S019;Elena;Leone;elena.leone19@example.it;Campania;P023;Hub HDMI;Accessori;Connecta;39.00;7;10.00;W01;Milano Nord;Milano;MI;Commerciale;Bonifico;Consegnato;2025-04-01;7.90;253.60
OL00003321;O0001346;2025-02-12;C01346;Stefano;Marino;stefano.marino1346@example.it;+393981562201;La Spezia;SP;Liguria;Microimpresa;2023-02-10;S004;Laura;Rossi;laura.rossi4@example.it;Lazio;P016;Tablet 11;Mobile;NovaTech;529.00;8;15.00;W01;Milano Nord;Milano;MI;Telefono;PayPal;Consegnato;2025-02-19;4.90;3602.10
OL00003322;O0001346;2025-02-12;C01346;Stefano;Marino;stefano.marino1346@example.it;+393981562201;La Spezia;SP;Liguria;Microimpresa;2023-02-10;S004;Laura;Rossi;laura.rossi4@example.it;Lazio;P029;Proiettore Business;Video;Visionix;699.00;8;10.00;W01;Milano Nord;Milano;MI;Telefono;PayPal;Consegnato;2025-02-19;4.90;5037.70
OL00003323;O0001347;2024-11-03;C01286;Valentina;Esposito;valentina.esposito1286@example.it;+393958488740;Bari;BA;Puglia;Enterprise;2024-06-23;S007;Matteo;Bianchi;matteo.bianchi7@example.it;Sicilia;P014;Cuffie Conference;Audio;SoundPeak;99.00;2;10.00;W02;Bologna Interporto;Bologna;BO;E-commerce;Carta;Consegnato;2024-11-06;7.90;186.10
OL00003324;O0001347;2024-11-03;C01286;Valentina;Esposito;valentina.esposito1286@example.it;+393958488740;Bari;BA;Puglia;Enterprise;2024-06-23;S007;Matteo;Bianchi;matteo.bianchi7@example.it;Sicilia;P022;Scrivania Regolabile;Arredo;FormaOffice;579.00;8;5.00;W02;Bologna Interporto;Bologna;BO;E-commerce;Carta;Consegnato;2024-11-06;12.90;4413.30
OL00003325;O0001347;2024-11-03;C01286;Valentina;Esposito;valentina.esposito1286@example.it;+393958488740;Bari;BA;Puglia;Enterprise;2024-06-23;S007;Matteo;Bianchi;matteo.bianchi7@example.it;Sicilia;P005;Mouse Wireless;Accessori;KeyForge;49.90;8;10.00;W02;Bologna Interporto;Bologna;BO;E-commerce;Carta;Consegnato;2024-11-06;19.90;379.18
OL00003326;O0001348;2024-07-10;C01935;Andrea;Longo;andrea.longo1935@example.it;+393640948534;Torino;TO;Piemonte;Microimpresa;2025-04-20;S005;Elena;Bianchi;elena.bianchi5@example.it;Toscana;P017;Smartphone Business;Mobile;NovaTech;649.00;5;20.00;W01;Milano Nord;Milano;MI;Commerciale;PayPal;Consegnato;2024-07-12;4.90;2600.90
OL00003327;O0001348;2024-07-10;C01935;Andrea;Longo;andrea.longo1935@example.it;+393640948534;Torino;TO;Piemonte;Microimpresa;2025-04-20;S005;Elena;Bianchi;elena.bianchi5@example.it;Toscana;P020;Lampada Desk LED;Arredo;FormaOffice;44.00;6;10.00;W01;Milano Nord;Milano;MI;Commerciale;PayPal;Consegnato;2024-07-12;4.90;242.50
OL00003328;O0001348;2024-07-10;C01935;Andrea;Longo;andrea.longo1935@example.it;+393640948534;Torino;TO;Piemonte;Microimpresa;2025-04-20;S005;Elena;Bianchi;elena.bianchi5@example.it;Toscana;P026;Licenza Antivirus;Software;SoftBridge;39.00;1;5.00;W01;Milano Nord;Milano;MI;Commerciale;PayPal;Consegnato;2024-07-12;7.90;44.95
